file_path,label,length
data\non_scream\1562.wav,non_scream,1.776
data\non_scream\1563.wav,non_scream,1.544
data\non_scream\1564.wav,non_scream,1.5555
data\non_scream\1565.wav,non_scream,1.7065
data\non_scream\1566.wav,non_scream,1.7645
data\non_scream\1567.wav,non_scream,1.834
data\non_scream\1568.wav,non_scream,1.8225
data\non_scream\1569.wav,non_scream,1.7645
data\non_scream\157.wav,non_scream,1.888
data\non_scream\1570.wav,non_scream,1.6485
data\non_scream\1571.wav,non_scream,1.637
data\non_scream\1572.wav,non_scream,1.7065
data\non_scream\1573.wav,non_scream,1.869
data\non_scream\1574.wav,non_scream,1.7295
data\non_scream\1575.wav,non_scream,1.811
data\non_scream\1576.wav,non_scream,1.5745
data\non_scream\1577.wav,non_scream,1.162
data\non_scream\1578.wav,non_scream,3.931
data\non_scream\1579.wav,non_scream,3.7485
data\non_scream\158.wav,non_scream,2.24
data\non_scream\1580.wav,non_scream,5.3815
data\non_scream\1581.wav,non_scream,2.024
data\non_scream\1582.wav,non_scream,5.42
data\non_scream\1583.wav,non_scream,4.545
data\non_scream\1584.wav,non_scream,1.1755
data\non_scream\1585.wav,non_scream,2.1185
data\non_scream\1586.wav,non_scream,0.8755
data\non_scream\1587.wav,non_scream,2.0895
data\non_scream\1588.wav,non_scream,3.422
data\non_scream\1589.wav,non_scream,2.9515
data\non_scream\159.wav,non_scream,1.856
data\non_scream\1590.wav,non_scream,2.024
data\non_scream\16.wav,non_scream,1.383
data\non_scream\160.wav,non_scream,1.7385
data\non_scream\161.wav,non_scream,1.877
data\non_scream\162.wav,non_scream,2.101
data\non_scream\163.wav,non_scream,1.792
data\non_scream\1637.wav,non_scream,1.637
data\non_scream\164.wav,non_scream,1.312
data\non_scream\165.wav,non_scream,1.76
data\non_scream\166.wav,non_scream,1.781
data\non_scream\167.wav,non_scream,1.7275
data\non_scream\168.wav,non_scream,1.781
data\non_scream\169.wav,non_scream,2.005
data\non_scream\17.wav,non_scream,2.124
data\non_scream\170.wav,non_scream,1.7385
data\non_scream\171.wav,non_scream,1.9945
data\non_scream\172.wav,non_scream,1.653
data\non_scream\173.wav,non_scream,1.813
data\non_scream\174.wav,non_scream,1.525
data\non_scream\175.wav,non_scream,1.76
data\non_scream\176.wav,non_scream,1.973
data\non_scream\177.wav,non_scream,1.813
data\non_scream\178.wav,non_scream,1.7705
data\non_scream\179.wav,non_scream,2.08
data\non_scream\18.wav,non_scream,3.513
data\non_scream\180.wav,non_scream,1.941
data\non_scream\181.wav,non_scream,1.6
data\non_scream\182.wav,non_scream,1.7065
data\non_scream\183.wav,non_scream,1.76
data\non_scream\184.wav,non_scream,1.813
data\non_scream\185.wav,non_scream,1.7385
data\non_scream\186.wav,non_scream,2.599
data\non_scream\187.wav,non_scream,1.632
data\non_scream\188.wav,non_scream,2.2725
data\non_scream\189.wav,non_scream,2.808
data\non_scream\19.wav,non_scream,5.446
data\non_scream\190.wav,non_scream,2.735
data\non_scream\191.wav,non_scream,1.293
data\non_scream\192.wav,non_scream,1.6845
data\non_scream\193.wav,non_scream,0.5745
data\non_scream\194.wav,non_scream,1.293
data\non_scream\195.wav,non_scream,4.1795
data\non_scream\196.wav,non_scream,1.019
data\non_scream\197.wav,non_scream,1.149
data\non_scream\198.wav,non_scream,1.946
data\non_scream\199.wav,non_scream,2.3455
data\non_scream\2.wav,non_scream,1.294
data\non_scream\20.wav,non_scream,2.2465
data\non_scream\200.wav,non_scream,2.7765
data\non_scream\201.wav,non_scream,1.75
data\non_scream\202.wav,non_scream,2.3245
data\non_scream\203.wav,non_scream,4.284
data\non_scream\204.wav,non_scream,4.362
data\non_scream\205.wav,non_scream,3.239
data\non_scream\206.wav,non_scream,4.4465
data\non_scream\207.wav,non_scream,0.731
data\non_scream\208.wav,non_scream,1.2275
data\non_scream\209.wav,non_scream,0.3005
data\non_scream\21.wav,non_scream,3.9775
data\non_scream\210.wav,non_scream,5.4985
data\non_scream\211.wav,non_scream,5.3175
data\non_scream\212.wav,non_scream,0.922
data\non_scream\213.wav,non_scream,0.9965
data\non_scream\214.wav,non_scream,0.71
data\non_scream\215.wav,non_scream,0.282
data\non_scream\216.wav,non_scream,0.2895
data\non_scream\217.wav,non_scream,0.4265
data\non_scream\218.wav,non_scream,0.8665
data\non_scream\219.wav,non_scream,0.6915
data\non_scream\22.wav,non_scream,3.1945
data\non_scream\220.wav,non_scream,0.9495
data\non_scream\221.wav,non_scream,0.5595
data\non_scream\222.wav,non_scream,0.678
data\non_scream\223.wav,non_scream,0.2525
data\non_scream\224.wav,non_scream,0.914
data\non_scream\225.wav,non_scream,0.614
data\non_scream\226.wav,non_scream,0.5025
data\non_scream\227.wav,non_scream,0.504
data\non_scream\228.wav,non_scream,0.876
data\non_scream\229.wav,non_scream,0.715
data\non_scream\23.wav,non_scream,2.573
data\non_scream\230.wav,non_scream,0.566
data\non_scream\231.wav,non_scream,0.51
data\non_scream\232.wav,non_scream,0.9395
data\non_scream\233.wav,non_scream,0.6875
data\non_scream\234.wav,non_scream,0.7055
data\non_scream\235.wav,non_scream,0.599
data\non_scream\236.wav,non_scream,0.2625
data\non_scream\237.wav,non_scream,0.63
data\non_scream\238.wav,non_scream,0.326
data\non_scream\239.wav,non_scream,0.52
data\non_scream\24.wav,non_scream,3.516
data\non_scream\240.wav,non_scream,0.3495
data\non_scream\241.wav,non_scream,0.472
data\non_scream\242.wav,non_scream,0.6945
data\non_scream\243.wav,non_scream,0.385
data\non_scream\244.wav,non_scream,0.3325
data\non_scream\245.wav,non_scream,0.51
data\non_scream\246.wav,non_scream,0.3025
data\non_scream\247.wav,non_scream,0.4825
data\non_scream\248.wav,non_scream,0.3445
data\non_scream\249.wav,non_scream,0.4825
data\non_scream\25.wav,non_scream,1.084
data\non_scream\250.wav,non_scream,0.4545
data\non_scream\251.wav,non_scream,2.7685
data\non_scream\252.wav,non_scream,0.4595
data\non_scream\253.wav,non_scream,0.3725
data\non_scream\254.wav,non_scream,0.9995
data\non_scream\255.wav,non_scream,0.3895
data\non_scream\256.wav,non_scream,0.7065
data\non_scream\257.wav,non_scream,2.6295
data\non_scream\258.wav,non_scream,2.2985
data\non_scream\259.wav,non_scream,3.866
data\non_scream\26.wav,non_scream,2.5205
data\non_scream\260.wav,non_scream,2.9645
data\non_scream\261.wav,non_scream,0.6675
data\non_scream\262.wav,non_scream,1.802
data\non_scream\263.wav,non_scream,3.516
data\non_scream\264.wav,non_scream,2.9255
data\non_scream\265.wav,non_scream,0.8485
data\non_scream\266.wav,non_scream,1.5025
data\non_scream\267.wav,non_scream,3.853
data\non_scream\268.wav,non_scream,5.0
data\non_scream\269.wav,non_scream,3.339
data\non_scream\27.wav,non_scream,2.5205
data\non_scream\270.wav,non_scream,2.612
data\non_scream\271.wav,non_scream,4.9165
data\non_scream\272.wav,non_scream,3.631
data\non_scream\273.wav,non_scream,2.3385
data\non_scream\274.wav,non_scream,1.724
data\non_scream\275.wav,non_scream,2.2725
data\non_scream\276.wav,non_scream,3.1475
data\non_scream\277.wav,non_scream,0.888
data\non_scream\278.wav,non_scream,1.0445
data\non_scream\279.wav,non_scream,2.714
data\non_scream\28.wav,non_scream,0.3
data\non_scream\280.wav,non_scream,5.0155
data\non_scream\281.wav,non_scream,4.6885
data\non_scream\282.wav,non_scream,4.2105
data\non_scream\283.wav,non_scream,2.0505
data\non_scream\284.wav,non_scream,5.381
data\non_scream\285.wav,non_scream,3.95
data\non_scream\286.wav,non_scream,2.318
data\non_scream\287.wav,non_scream,4.0225
data\non_scream\288.wav,non_scream,5.196
data\non_scream\289.wav,non_scream,1.92
data\non_scream\29.wav,non_scream,4.506
data\non_scream\290.wav,non_scream,3.069
data\non_scream\291.wav,non_scream,0.4575
data\non_scream\292.wav,non_scream,0.131
data\non_scream\293.wav,non_scream,5.0
data\non_scream\294.wav,non_scream,5.0
data\non_scream\295.wav,non_scream,5.0
data\non_scream\296.wav,non_scream,5.0
data\non_scream\297.wav,non_scream,5.0
data\non_scream\298.wav,non_scream,5.0
data\non_scream\299.wav,non_scream,5.0
data\non_scream\3.wav,non_scream,3.953
data\non_scream\30.wav,non_scream,1.8115
data\non_scream\300.wav,non_scream,5.0
data\non_scream\301.wav,non_scream,5.0
data\non_scream\302.wav,non_scream,5.0
data\non_scream\303.wav,non_scream,5.0
data\non_scream\304.wav,non_scream,5.0
data\non_scream\305.wav,non_scream,5.0
data\non_scream\306.wav,non_scream,5.0
data\non_scream\307.wav,non_scream,5.0
data\non_scream\308.wav,non_scream,5.0
data\non_scream\309.wav,non_scream,5.0
data\non_scream\31.wav,non_scream,0.3525
data\non_scream\310.wav,non_scream,5.0
data\non_scream\311.wav,non_scream,5.0
data\non_scream\312.wav,non_scream,5.0
data\non_scream\313.wav,non_scream,5.0
data\non_scream\314.wav,non_scream,5.0
data\non_scream\315.wav,non_scream,5.0
data\non_scream\316.wav,non_scream,5.0
data\non_scream\317.wav,non_scream,5.0
data\non_scream\318.wav,non_scream,5.0
data\non_scream\319.wav,non_scream,5.0
data\non_scream\32.wav,non_scream,2.1115
data\non_scream\320.wav,non_scream,5.0
data\non_scream\321.wav,non_scream,5.0
data\non_scream\322.wav,non_scream,5.0
data\non_scream\323.wav,non_scream,5.0
data\non_scream\324.wav,non_scream,5.0
data\non_scream\325.wav,non_scream,5.0
data\non_scream\326.wav,non_scream,5.0
data\non_scream\327.wav,non_scream,5.0
data\non_scream\328.wav,non_scream,5.0
data\non_scream\329.wav,non_scream,5.0
data\non_scream\33.wav,non_scream,2.377
data\non_scream\330.wav,non_scream,5.0
data\non_scream\331.wav,non_scream,5.0
data\non_scream\332.wav,non_scream,5.0
data\non_scream\333.wav,non_scream,5.0
data\non_scream\334.wav,non_scream,5.0
data\non_scream\335.wav,non_scream,5.0
data\non_scream\336.wav,non_scream,5.0
data\non_scream\337.wav,non_scream,5.0
data\non_scream\338.wav,non_scream,5.0
data\non_scream\339.wav,non_scream,5.0
data\non_scream\34.wav,non_scream,0.901
data\non_scream\340.wav,non_scream,5.0
data\non_scream\341.wav,non_scream,5.0
data\non_scream\342.wav,non_scream,5.0
data\non_scream\343.wav,non_scream,5.0
data\non_scream\344.wav,non_scream,5.0
data\non_scream\345.wav,non_scream,5.0
data\non_scream\346.wav,non_scream,5.0
data\non_scream\347.wav,non_scream,5.0
data\non_scream\348.wav,non_scream,5.0
data\non_scream\349.wav,non_scream,5.0
data\non_scream\35.wav,non_scream,3.0955
data\non_scream\350.wav,non_scream,5.0
data\non_scream\351.wav,non_scream,5.0
data\non_scream\352.wav,non_scream,5.0
data\non_scream\353.wav,non_scream,5.0
data\non_scream\354.wav,non_scream,5.0
data\non_scream\355.wav,non_scream,5.0
data\non_scream\356.wav,non_scream,5.0
data\non_scream\357.wav,non_scream,5.0
data\non_scream\358.wav,non_scream,5.0
data\non_scream\359.wav,non_scream,5.0
data\non_scream\36.wav,non_scream,4.4695
data\non_scream\360.wav,non_scream,5.0
data\non_scream\361.wav,non_scream,5.0
data\non_scream\362.wav,non_scream,5.0
data\non_scream\363.wav,non_scream,5.0
data\non_scream\364.wav,non_scream,5.0
data\non_scream\365.wav,non_scream,5.0
data\non_scream\366.wav,non_scream,5.0
data\non_scream\367.wav,non_scream,5.0
data\non_scream\368.wav,non_scream,5.0
data\non_scream\369.wav,non_scream,5.0
data\non_scream\37.wav,non_scream,4.4555
data\non_scream\370.wav,non_scream,5.0
data\non_scream\371.wav,non_scream,5.0
data\non_scream\372.wav,non_scream,5.0
data\non_scream\373.wav,non_scream,5.0
data\non_scream\374.wav,non_scream,5.0
data\non_scream\375.wav,non_scream,1.58
data\non_scream\376.wav,non_scream,4.4405
data\non_scream\377.wav,non_scream,4.4665
data\non_scream\378.wav,non_scream,5.0
data\non_scream\379.wav,non_scream,5.0
data\non_scream\38.wav,non_scream,2.29
data\non_scream\380.wav,non_scream,5.0
data\non_scream\381.wav,non_scream,5.0
data\non_scream\382.wav,non_scream,5.0
data\non_scream\383.wav,non_scream,5.0
data\non_scream\384.wav,non_scream,5.0
data\non_scream\385.wav,non_scream,5.0
data\non_scream\386.wav,non_scream,5.0
data\non_scream\387.wav,non_scream,5.0
data\non_scream\388.wav,non_scream,5.0
data\non_scream\389.wav,non_scream,5.0
data\non_scream\39.wav,non_scream,3.9705
data\non_scream\390.wav,non_scream,5.0
data\non_scream\391.wav,non_scream,5.0
data\non_scream\392.wav,non_scream,5.0
data\non_scream\393.wav,non_scream,5.0
data\non_scream\394.wav,non_scream,5.0
data\non_scream\395.wav,non_scream,5.0
data\non_scream\396.wav,non_scream,5.0
data\non_scream\397.wav,non_scream,5.0
data\non_scream\398.wav,non_scream,5.0
data\non_scream\399.wav,non_scream,5.0
data\non_scream\4.wav,non_scream,4.179
data\non_scream\40.wav,non_scream,4.911
data\non_scream\400.wav,non_scream,5.0
data\non_scream\401.wav,non_scream,5.0
data\non_scream\402.wav,non_scream,5.0
data\non_scream\403.wav,non_scream,5.0
data\non_scream\404.wav,non_scream,5.0
data\non_scream\405.wav,non_scream,5.0
data\non_scream\406.wav,non_scream,5.0
data\non_scream\407.wav,non_scream,5.0
data\non_scream\408.wav,non_scream,5.0
data\non_scream\409.wav,non_scream,5.0
data\non_scream\41.wav,non_scream,1.8405
data\non_scream\410.wav,non_scream,5.0
data\non_scream\411.wav,non_scream,5.0
data\non_scream\412.wav,non_scream,5.0
data\non_scream\413.wav,non_scream,5.0
data\non_scream\414.wav,non_scream,5.0
data\non_scream\415.wav,non_scream,5.0
data\non_scream\416.wav,non_scream,5.0
data\non_scream\417.wav,non_scream,5.0
data\non_scream\418.wav,non_scream,5.0
data\non_scream\419.wav,non_scream,5.0
data\non_scream\42.wav,non_scream,3.1905
data\non_scream\420.wav,non_scream,5.0
data\non_scream\421.wav,non_scream,2.4635
data\non_scream\422.wav,non_scream,2.527
data\non_scream\423.wav,non_scream,1.319
data\non_scream\424.wav,non_scream,1.8315
data\non_scream\425.wav,non_scream,5.0
data\non_scream\426.wav,non_scream,5.0
data\non_scream\427.wav,non_scream,5.0
data\non_scream\428.wav,non_scream,5.0
data\non_scream\429.wav,non_scream,1.8224943310657595
data\non_scream\43.wav,non_scream,2.4385
data\non_scream\430.wav,non_scream,5.0
data\non_scream\431.wav,non_scream,5.0
data\non_scream\432.wav,non_scream,5.0
data\non_scream\433.wav,non_scream,5.0
data\non_scream\434.wav,non_scream,5.0
data\non_scream\435.wav,non_scream,5.0
data\non_scream\436.wav,non_scream,5.0
data\non_scream\437.wav,non_scream,5.0
data\non_scream\438.wav,non_scream,2.1475
data\non_scream\439.wav,non_scream,2.113
data\non_scream\44.wav,non_scream,0.427
data\non_scream\440.wav,non_scream,2.1245
data\non_scream\441.wav,non_scream,1.718
data\non_scream\442.wav,non_scream,1.7065
data\non_scream\443.wav,non_scream,1.5905
data\non_scream\444.wav,non_scream,1.393
data\non_scream\445.wav,non_scream,1.8455
data\non_scream\446.wav,non_scream,1.753
data\non_scream\447.wav,non_scream,2.0895
data\non_scream\448.wav,non_scream,1.7995
data\non_scream\449.wav,non_scream,1.7875
data\non_scream\45.wav,non_scream,1.759
data\non_scream\450.wav,non_scream,1.892
data\non_scream\451.wav,non_scream,1.625
data\non_scream\452.wav,non_scream,1.904
data\non_scream\453.wav,non_scream,2.171
data\non_scream\454.wav,non_scream,2.2755
data\non_scream\455.wav,non_scream,2.0895
data\non_scream\456.wav,non_scream,2.043
data\non_scream\457.wav,non_scream,2.2635
data\non_scream\458.wav,non_scream,1.95
data\non_scream\459.wav,non_scream,1.7645
data\non_scream\46.wav,non_scream,2.7555
data\non_scream\460.wav,non_scream,1.6485
data\non_scream\461.wav,non_scream,1.5905
data\non_scream\462.wav,non_scream,1.7875
data\non_scream\463.wav,non_scream,1.962
data\non_scream\464.wav,non_scream,1.625
data\non_scream\465.wav,non_scream,1.6135
data\non_scream\466.wav,non_scream,1.811
data\non_scream\467.wav,non_scream,1.5905
data\non_scream\468.wav,non_scream,1.6715
data\non_scream\469.wav,non_scream,1.5325
data\non_scream\47.wav,non_scream,1.136
data\non_scream\470.wav,non_scream,1.8575
data\non_scream\471.wav,non_scream,1.811
data\non_scream\472.wav,non_scream,1.7295
data\non_scream\473.wav,non_scream,1.8455
data\non_scream\474.wav,non_scream,1.741
data\non_scream\475.wav,non_scream,1.7295
data\non_scream\476.wav,non_scream,1.869
data\non_scream\477.wav,non_scream,1.869
data\non_scream\478.wav,non_scream,2.113
data\non_scream\479.wav,non_scream,1.892
data\non_scream\48.wav,non_scream,3.683
data\non_scream\480.wav,non_scream,2.159
data\non_scream\481.wav,non_scream,1.486
data\non_scream\482.wav,non_scream,1.486
data\non_scream\483.wav,non_scream,1.66
data\non_scream\484.wav,non_scream,1.776
data\non_scream\485.wav,non_scream,1.8575
data\non_scream\486.wav,non_scream,1.892
data\non_scream\487.wav,non_scream,1.962
data\non_scream\488.wav,non_scream,2.38
data\non_scream\489.wav,non_scream,1.869
data\non_scream\49.wav,non_scream,2.6775
data\non_scream\490.wav,non_scream,1.4625
data\non_scream\491.wav,non_scream,1.985
data\non_scream\492.wav,non_scream,1.753
data\non_scream\493.wav,non_scream,2.6005
data\non_scream\494.wav,non_scream,2.229
data\non_scream\495.wav,non_scream,1.9155
data\non_scream\496.wav,non_scream,2.043
data\non_scream\497.wav,non_scream,2.0895
data\non_scream\498.wav,non_scream,1.7065
data\non_scream\499.wav,non_scream,1.9155
data\non_scream\5.wav,non_scream,2.319501133786848
data\non_scream\50.wav,non_scream,2.86
data\non_scream\500.wav,non_scream,1.8575
data\non_scream\501.wav,non_scream,2.0315
data\non_scream\502.wav,non_scream,1.776
data\non_scream\503.wav,non_scream,1.7875
data\non_scream\504.wav,non_scream,1.7065
data\non_scream\505.wav,non_scream,1.7065
data\non_scream\506.wav,non_scream,1.811
data\non_scream\507.wav,non_scream,1.753
data\non_scream\508.wav,non_scream,1.5325
data\non_scream\509.wav,non_scream,1.892
data\non_scream\51.wav,non_scream,1.6715
data\non_scream\510.wav,non_scream,2.2055
data\non_scream\511.wav,non_scream,1.7295
data\non_scream\512.wav,non_scream,1.95
data\non_scream\513.wav,non_scream,1.776
data\non_scream\514.wav,non_scream,2.2755
data\non_scream\515.wav,non_scream,1.811
data\non_scream\516.wav,non_scream,1.811
data\non_scream\517.wav,non_scream,2.113
data\non_scream\518.wav,non_scream,2.0315
data\non_scream\519.wav,non_scream,1.904
data\non_scream\52.wav,non_scream,1.006
data\non_scream\520.wav,non_scream,1.8455
data\non_scream\521.wav,non_scream,1.66
data\non_scream\522.wav,non_scream,1.811
data\non_scream\523.wav,non_scream,1.811
data\non_scream\524.wav,non_scream,2.2635
data\non_scream\525.wav,non_scream,1.776
data\non_scream\526.wav,non_scream,1.6135
data\non_scream\527.wav,non_scream,1.834
data\non_scream\528.wav,non_scream,1.741
data\non_scream\529.wav,non_scream,1.753
data\non_scream\53.wav,non_scream,1.006
data\non_scream\530.wav,non_scream,1.811
data\non_scream\531.wav,non_scream,1.753
data\non_scream\532.wav,non_scream,1.811
data\non_scream\533.wav,non_scream,1.8455
data\non_scream\534.wav,non_scream,1.7065
data\non_scream\535.wav,non_scream,1.869
data\non_scream\536.wav,non_scream,1.8805
data\non_scream\537.wav,non_scream,1.811
data\non_scream\538.wav,non_scream,1.625
data\non_scream\539.wav,non_scream,1.718
data\non_scream\54.wav,non_scream,2.39
data\non_scream\540.wav,non_scream,1.8805
data\non_scream\541.wav,non_scream,1.811
data\non_scream\542.wav,non_scream,1.927
data\non_scream\543.wav,non_scream,1.9965
data\non_scream\544.wav,non_scream,1.811
data\non_scream\545.wav,non_scream,1.544
data\non_scream\546.wav,non_scream,1.637
data\non_scream\547.wav,non_scream,1.7875
data\non_scream\548.wav,non_scream,1.718
data\non_scream\549.wav,non_scream,1.7645
data\non_scream\55.wav,non_scream,3.9965
data\non_scream\550.wav,non_scream,1.7295
data\non_scream\551.wav,non_scream,1.9155
data\non_scream\552.wav,non_scream,1.9155
data\non_scream\553.wav,non_scream,1.7645
data\non_scream\554.wav,non_scream,2.171
data\non_scream\555.wav,non_scream,2.171
data\non_scream\556.wav,non_scream,2.171
data\non_scream\557.wav,non_scream,1.5785
data\non_scream\558.wav,non_scream,2.438
data\non_scream\559.wav,non_scream,1.8575
data\non_scream\56.wav,non_scream,5.433
data\non_scream\560.wav,non_scream,1.544
data\non_scream\561.wav,non_scream,1.753
data\non_scream\562.wav,non_scream,1.7295
data\non_scream\563.wav,non_scream,1.7295
data\non_scream\564.wav,non_scream,1.637
data\non_scream\565.wav,non_scream,1.4625
data\non_scream\566.wav,non_scream,1.7645
data\non_scream\567.wav,non_scream,1.8805
data\non_scream\568.wav,non_scream,2.589
data\non_scream\569.wav,non_scream,1.5905
data\non_scream\57.wav,non_scream,2.394
data\non_scream\570.wav,non_scream,1.9155
data\non_scream\571.wav,non_scream,1.9735
data\non_scream\572.wav,non_scream,1.8575
data\non_scream\573.wav,non_scream,1.7995
data\non_scream\574.wav,non_scream,1.985
data\non_scream\575.wav,non_scream,1.95
data\non_scream\576.wav,non_scream,1.95
data\non_scream\577.wav,non_scream,1.5205
data\non_scream\578.wav,non_scream,1.811
data\non_scream\579.wav,non_scream,1.7875
data\non_scream\58.wav,non_scream,3.004
data\non_scream\580.wav,non_scream,1.7995
data\non_scream\581.wav,non_scream,2.0085
data\non_scream\582.wav,non_scream,1.9735
data\non_scream\583.wav,non_scream,2.194
data\non_scream\584.wav,non_scream,1.7875
data\non_scream\585.wav,non_scream,1.602
data\non_scream\586.wav,non_scream,1.811
data\non_scream\587.wav,non_scream,1.6485
data\non_scream\588.wav,non_scream,1.811
data\non_scream\589.wav,non_scream,1.776
data\non_scream\59.wav,non_scream,0.705
data\non_scream\590.wav,non_scream,1.741
data\non_scream\591.wav,non_scream,2.043
data\non_scream\592.wav,non_scream,1.428
data\non_scream\593.wav,non_scream,1.718
data\non_scream\594.wav,non_scream,1.7065
data\non_scream\595.wav,non_scream,1.7295
data\non_scream\596.wav,non_scream,1.66
data\non_scream\597.wav,non_scream,2.1245
data\non_scream\598.wav,non_scream,1.962
data\non_scream\599.wav,non_scream,1.3465
data\non_scream\6.wav,non_scream,2.8995
data\non_scream\60.wav,non_scream,3.278
data\non_scream\600.wav,non_scream,1.7065
data\non_scream\601.wav,non_scream,1.6715
data\non_scream\602.wav,non_scream,1.7065
data\non_scream\603.wav,non_scream,1.7065
data\non_scream\604.wav,non_scream,1.95
data\non_scream\605.wav,non_scream,1.753
data\non_scream\606.wav,non_scream,1.904
data\non_scream\607.wav,non_scream,1.3465
data\non_scream\608.wav,non_scream,1.776
data\non_scream\609.wav,non_scream,1.567
data\non_scream\61.wav,non_scream,2.416
data\non_scream\610.wav,non_scream,1.7065
data\non_scream\611.wav,non_scream,1.869
data\non_scream\612.wav,non_scream,1.776
data\non_scream\613.wav,non_scream,1.7875
data\non_scream\614.wav,non_scream,1.625
data\non_scream\615.wav,non_scream,1.927
data\non_scream\616.wav,non_scream,1.927
data\non_scream\617.wav,non_scream,1.904
data\non_scream\618.wav,non_scream,1.869
data\non_scream\619.wav,non_scream,1.544
data\non_scream\62.wav,non_scream,1.8675
data\non_scream\620.wav,non_scream,1.509
data\non_scream\621.wav,non_scream,1.753
data\non_scream\622.wav,non_scream,1.776
data\non_scream\623.wav,non_scream,1.7875
data\non_scream\624.wav,non_scream,2.043
data\non_scream\625.wav,non_scream,1.4975
data\non_scream\626.wav,non_scream,1.7995
data\non_scream\627.wav,non_scream,1.7875
data\non_scream\628.wav,non_scream,1.776
data\non_scream\629.wav,non_scream,1.8805
data\non_scream\63.wav,non_scream,0.914
data\non_scream\630.wav,non_scream,1.7065
data\non_scream\631.wav,non_scream,1.7645
data\non_scream\632.wav,non_scream,1.5905
data\non_scream\633.wav,non_scream,1.6715
data\non_scream\634.wav,non_scream,1.927
data\non_scream\635.wav,non_scream,1.7065
data\non_scream\636.wav,non_scream,1.486
data\non_scream\637.wav,non_scream,1.7995
data\non_scream\638.wav,non_scream,1.753
data\non_scream\639.wav,non_scream,1.5555
data\non_scream\64.wav,non_scream,0.744
data\non_scream\640.wav,non_scream,1.335
data\non_scream\641.wav,non_scream,1.834
data\non_scream\642.wav,non_scream,1.695
data\non_scream\643.wav,non_scream,1.7995
data\non_scream\644.wav,non_scream,1.776
data\non_scream\645.wav,non_scream,1.718
data\non_scream\646.wav,non_scream,1.7875
data\non_scream\647.wav,non_scream,1.985
data\non_scream\648.wav,non_scream,1.8575
data\non_scream\649.wav,non_scream,1.741
data\non_scream\65.wav,non_scream,1.4235
data\non_scream\650.wav,non_scream,1.4975
data\non_scream\651.wav,non_scream,1.811
data\non_scream\652.wav,non_scream,1.741
data\non_scream\653.wav,non_scream,1.6715
data\non_scream\654.wav,non_scream,1.7875
data\non_scream\655.wav,non_scream,2.0545
data\non_scream\656.wav,non_scream,1.486
data\non_scream\657.wav,non_scream,1.486
data\non_scream\658.wav,non_scream,1.5555
data\non_scream\659.wav,non_scream,1.602
data\non_scream\66.wav,non_scream,0.614
data\non_scream\660.wav,non_scream,1.95
data\non_scream\661.wav,non_scream,1.7645
data\non_scream\662.wav,non_scream,1.695
data\non_scream\663.wav,non_scream,2.078
data\non_scream\664.wav,non_scream,1.7065
data\non_scream\665.wav,non_scream,1.741
data\non_scream\666.wav,non_scream,1.7875
data\non_scream\667.wav,non_scream,1.776
data\non_scream\668.wav,non_scream,1.6485
data\non_scream\669.wav,non_scream,1.776
data\non_scream\67.wav,non_scream,3.931
data\non_scream\670.wav,non_scream,1.927
data\non_scream\671.wav,non_scream,1.6485
data\non_scream\672.wav,non_scream,1.718
data\non_scream\673.wav,non_scream,1.5905
data\non_scream\674.wav,non_scream,1.7065
data\non_scream\675.wav,non_scream,2.252
data\non_scream\676.wav,non_scream,1.869
data\non_scream\677.wav,non_scream,1.95
data\non_scream\678.wav,non_scream,2.0545
data\non_scream\679.wav,non_scream,2.043
data\non_scream\68.wav,non_scream,4.989
data\non_scream\680.wav,non_scream,1.9155
data\non_scream\681.wav,non_scream,1.5325
data\non_scream\682.wav,non_scream,1.416
data\non_scream\683.wav,non_scream,1.6715
data\non_scream\684.wav,non_scream,1.892
data\non_scream\685.wav,non_scream,1.9735
data\non_scream\686.wav,non_scream,1.811
data\non_scream\687.wav,non_scream,2.2755
data\non_scream\688.wav,non_scream,1.7875
data\non_scream\689.wav,non_scream,1.7875
data\non_scream\69.wav,non_scream,1.293
data\non_scream\690.wav,non_scream,1.811
data\non_scream\691.wav,non_scream,2.2055
data\non_scream\692.wav,non_scream,1.8225
data\non_scream\693.wav,non_scream,1.95
data\non_scream\694.wav,non_scream,1.695
data\non_scream\695.wav,non_scream,1.544
data\non_scream\696.wav,non_scream,1.741
data\non_scream\697.wav,non_scream,1.486
data\non_scream\698.wav,non_scream,1.695
data\non_scream\699.wav,non_scream,1.637
data\non_scream\7.wav,non_scream,0.7585
data\non_scream\70.wav,non_scream,3.861
data\non_scream\700.wav,non_scream,1.6485
data\non_scream\701.wav,non_scream,1.66
data\non_scream\702.wav,non_scream,1.8805
data\non_scream\703.wav,non_scream,1.7065
data\non_scream\704.wav,non_scream,2.078
data\non_scream\705.wav,non_scream,2.043
data\non_scream\706.wav,non_scream,1.8225
data\non_scream\707.wav,non_scream,1.741
data\non_scream\708.wav,non_scream,1.811
data\non_scream\709.wav,non_scream,1.927
data\non_scream\71.wav,non_scream,4.54
data\non_scream\710.wav,non_scream,1.7875
data\non_scream\711.wav,non_scream,1.637
data\non_scream\712.wav,non_scream,2.0895
data\non_scream\713.wav,non_scream,2.0665
data\non_scream\714.wav,non_scream,1.834
data\non_scream\715.wav,non_scream,2.113
data\non_scream\716.wav,non_scream,1.7875
data\non_scream\717.wav,non_scream,1.834
